,A,B,t_off,t_w,mse
480,-1.216344,1.351767,9.208325,16.270391,1476.879455
481,-1.216344,1.351767,9.208325,16.270391,1476.878345
482,-1.216344,1.351767,9.208325,16.270391,1476.877942
483,-1.216344,1.351767,9.208325,16.270391,1476.879420
484,-1.216344,1.351767,9.208325,16.270391,1476.879436
485,-1.223291,1.358271,9.080487,16.409399,1466.695063
486,-1.223291,1.358271,9.080487,16.409399,1466.695156
487,-1.223291,1.358271,9.080487,16.409399,1466.695163
488,-1.223291,1.358271,9.080487,16.409399,1466.695065
489,-1.223291,1.358271,9.080487,16.409399,1466.695065
490,-1.234547,1.369793,8.938310,16.412316,1456.536789
491,-1.234547,1.369793,8.938310,16.412316,1456.536510
492,-1.234547,1.369793,8.938310,16.412316,1456.536351
493,-1.234547,1.369793,8.938310,16.412316,1456.536776
494,-1.234547,1.369793,8.938310,16.412316,1456.536784
495,-1.251255,1.386854,8.733480,16.415613,1450.731369
496,-1.251255,1.386854,8.733480,16.415613,1450.730616
497,-1.251255,1.386854,8.733480,16.415613,1450.730262
498,-1.251255,1.386854,8.733480,16.415613,1450.731337
499,-1.251255,1.386854,8.733480,16.415613,1450.731353
500,-1.246695,1.382618,8.824982,16.323694,1443.924998
501,-1.246695,1.382618,8.824982,16.323694,1443.924842
502,-1.246695,1.382618,8.824982,16.323694,1443.924747
503,-1.246695,1.382618,8.824982,16.323694,1443.924990
504,-1.246695,1.382618,8.824982,16.323694,1443.924994
505,-1.259022,1.394553,8.652694,16.421106,1435.168193
506,-1.259022,1.394553,8.652694,16.421106,1435.168002
507,-1.259022,1.394553,8.652694,16.421106,1435.167910
508,-1.259022,1.394553,8.652694,16.421106,1435.168185
509,-1.259022,1.394553,8.652694,16.421106,1435.168189
510,-1.398463,1.534075,6.665708,17.274307,2410.028342
511,-1.398463,1.534075,6.665708,17.274307,2410.023517
512,-1.398463,1.534075,6.665708,17.274307,2410.021560
513,-1.398463,1.534075,6.665708,17.274307,2410.028141
514,-1.398463,1.534075,6.665708,17.274307,2410.028226
515,-1.267928,1.403464,8.525780,16.475602,1431.193031
516,-1.267928,1.403464,8.525780,16.475602,1431.192929
517,-1.267928,1.403464,8.525780,16.475602,1431.192826
518,-1.267928,1.403464,8.525780,16.475602,1431.193022
519,-1.267928,1.403464,8.525780,16.475602,1431.193027
520,-1.326517,1.461094,7.755418,16.786038,1493.505760
521,-1.326516,1.461094,7.755418,16.786038,1493.502933
522,-1.326517,1.461094,7.755418,16.786038,1493.501920
523,-1.326517,1.461094,7.755418,16.786038,1493.505662
524,-1.326517,1.461094,7.755418,16.786038,1493.505704
525,-1.283617,1.418897,8.319486,16.558733,1424.472421
526,-1.283617,1.418897,8.319486,16.558733,1424.471942
527,-1.283617,1.418897,8.319486,16.558733,1424.471716
528,-1.283617,1.418897,8.319486,16.558733,1424.472401
529,-1.283617,1.418897,8.319486,16.558733,1424.472411
530,-1.311827,1.446354,7.941668,16.753747,1413.193239
531,-1.311827,1.446354,7.941668,16.753747,1413.192515
532,-1.311827,1.446354,7.941668,16.753747,1413.192235
533,-1.311827,1.446354,7.941668,16.753747,1413.193213
534,-1.311827,1.446354,7.941668,16.753747,1413.193225
535,-1.319563,1.453676,7.843824,16.823306,1406.341430
536,-1.319563,1.453676,7.843824,16.823306,1406.341526
537,-1.319563,1.453676,7.843824,16.823306,1406.341575
538,-1.319563,1.453676,7.843824,16.823306,1406.341436
539,-1.319563,1.453676,7.843824,16.823306,1406.341434
540,-1.343220,1.477389,7.563078,16.879482,1393.580403
541,-1.343220,1.477389,7.563078,16.879482,1393.579783
542,-1.343220,1.477389,7.563078,16.879482,1393.579583
543,-1.343220,1.477389,7.563078,16.879482,1393.580384
544,-1.343220,1.477389,7.563078,16.879482,1393.580392
545,-1.354527,1.489051,7.444809,16.861899,1387.197689
546,-1.354527,1.489051,7.444809,16.861899,1387.196956
547,-1.354527,1.489051,7.444809,16.861899,1387.196698
548,-1.354527,1.489051,7.444809,16.861899,1387.197664
549,-1.354527,1.489051,7.444809,16.861899,1387.197674
550,-1.352842,1.488155,7.507449,16.741660,1386.242822
551,-1.352842,1.488155,7.507449,16.741660,1386.243281
552,-1.352842,1.488155,7.507449,16.741660,1386.243395
553,-1.352842,1.488155,7.507449,16.741660,1386.242834
554,-1.352842,1.488155,7.507449,16.741660,1386.242829
555,-1.353654,1.488587,7.477272,16.799585,1382.405888
556,-1.353654,1.488587,7.477272,16.799585,1382.405764
557,-1.353654,1.488587,7.477272,16.799585,1382.405696
558,-1.353654,1.488587,7.477272,16.799585,1382.405882
559,-1.353654,1.488587,7.477272,16.799585,1382.405884
560,-1.372921,1.507669,7.244711,16.881298,1374.528390
561,-1.372921,1.507669,7.244711,16.881298,1374.528006
562,-1.372921,1.507669,7.244711,16.881298,1374.527854
563,-1.372921,1.507669,7.244711,16.881298,1374.528375
564,-1.372921,1.507669,7.244711,16.881298,1374.528381
565,-1.410887,1.544996,6.778972,17.080507,1373.335725
566,-1.410887,1.544996,6.778972,17.080507,1373.334404
567,-1.410887,1.544996,6.778972,17.080507,1373.333964
568,-1.410887,1.544996,6.778972,17.080507,1373.335679
569,-1.410887,1.544996,6.778972,17.080507,1373.335697
570,-1.387691,1.522190,7.063527,16.958796,1369.340132
571,-1.387691,1.522190,7.063527,16.958796,1369.339547
572,-1.387691,1.522190,7.063527,16.958796,1369.339335
573,-1.387691,1.522190,7.063527,16.958796,1369.340111
574,-1.387691,1.522190,7.063527,16.958796,1369.340120
575,-1.412770,1.546538,6.746812,17.133904,1358.685171
576,-1.412770,1.546538,6.746812,17.133904,1358.684644
577,-1.412770,1.546538,6.746812,17.133904,1358.684475
578,-1.412770,1.546538,6.746812,17.133904,1358.685153
579,-1.412770,1.546538,6.746812,17.133904,1358.685161
580,-1.427923,1.561491,6.567581,17.207700,1351.303264
581,-1.427923,1.561491,6.567581,17.207700,1351.302937
582,-1.427923,1.561491,6.567581,17.207700,1351.302830
583,-1.427923,1.561491,6.567581,17.207700,1351.303253
584,-1.427923,1.561491,6.567581,17.207700,1351.303258
585,-1.481189,1.614464,5.956345,17.402156,1388.559479
586,-1.481189,1.614464,5.956345,17.402156,1388.557095
587,-1.481189,1.614464,5.956345,17.402156,1388.556338
588,-1.481189,1.614464,5.956345,17.402156,1388.559395
589,-1.481189,1.614464,5.956345,17.402156,1388.559427
590,-1.441972,1.575462,6.406373,17.258986,1347.479229
591,-1.441972,1.575462,6.406373,17.258986,1347.478646
592,-1.441972,1.575462,6.406373,17.258986,1347.478453
593,-1.441972,1.575462,6.406373,17.258986,1347.479209
594,-1.441972,1.575462,6.406373,17.258986,1347.479217
595,-1.481054,1.614404,5.975067,17.384533,1334.441489
596,-1.481054,1.614404,5.975067,17.384533,1334.440654
597,-1.481054,1.614404,5.975067,17.384533,1334.440373
598,-1.481054,1.614404,5.975067,17.384533,1334.441459
599,-1.481054,1.614404,5.975067,17.384533,1334.441471
600,-1.488686,1.622068,5.913824,17.383085,1324.164252
601,-1.488686,1.622068,5.913824,17.383085,1324.164703
602,-1.488686,1.622068,5.913824,17.383085,1324.164831
603,-1.488686,1.622068,5.913824,17.383085,1324.164267
604,-1.488686,1.622068,5.913824,17.383085,1324.164261
605,-1.530707,1.663756,5.453342,17.533886,1317.834267
606,-1.530707,1.663756,5.453342,17.533886,1317.833315
607,-1.530707,1.663756,5.453342,17.533886,1317.833025
608,-1.530707,1.663756,5.453342,17.533886,1317.834234
609,-1.530707,1.663756,5.453342,17.533886,1317.834246
610,-1.505379,1.638628,5.730902,17.442989,1315.414377
611,-1.505379,1.638628,5.730902,17.442989,1315.414490
612,-1.505379,1.638628,5.730902,17.442989,1315.414515
613,-1.505379,1.638628,5.730902,17.442989,1315.414381
614,-1.505379,1.638628,5.730902,17.442989,1315.414380
615,-1.618006,1.751456,4.573264,17.666865,2044.111518
616,-1.618006,1.751456,4.573264,17.666865,2044.104992
617,-1.618006,1.751456,4.573264,17.666865,2044.103196
618,-1.618006,1.751456,4.573264,17.666865,2044.111294
619,-1.618006,1.751456,4.573264,17.666865,2044.111367
620,-1.512257,1.645519,5.660203,17.456662,1312.642114
621,-1.512257,1.645519,5.660203,17.456662,1312.642026
622,-1.512257,1.645519,5.660203,17.456662,1312.641989
623,-1.512257,1.645519,5.660203,17.456662,1312.642111
624,-1.512257,1.645519,5.660203,17.456662,1312.642113
625,-1.545096,1.678278,5.319497,17.539154,1318.790418
626,-1.545096,1.678278,5.319497,17.539154,1318.789094
627,-1.545096,1.678278,5.319497,17.539154,1318.788702
628,-1.545096,1.678278,5.319497,17.539154,1318.790372
629,-1.545096,1.678278,5.319497,17.539154,1318.790389
630,-1.524770,1.658001,5.530380,17.488095,1309.777092
631,-1.524770,1.658001,5.530380,17.488095,1309.776666
632,-1.524770,1.658001,5.530380,17.488095,1309.776531
633,-1.524770,1.658001,5.530380,17.488095,1309.777077
634,-1.524770,1.658001,5.530380,17.488095,1309.777083
635,-1.533341,1.666580,5.445779,17.502902,1307.760561
636,-1.533341,1.666580,5.445779,17.502902,1307.759989
637,-1.533341,1.666580,5.445779,17.502902,1307.759814
638,-1.533341,1.666580,5.445779,17.502902,1307.760541
639,-1.533341,1.666580,5.445779,17.502902,1307.760548
640,-1.546220,1.679563,5.329177,17.506916,1302.550940
641,-1.546220,1.679563,5.329177,17.506916,1302.550361
642,-1.546220,1.679563,5.329177,17.506916,1302.550192
643,-1.546220,1.679563,5.329177,17.506916,1302.550920
644,-1.546220,1.679563,5.329177,17.506916,1302.550927
645,-1.547275,1.685145,5.296441,17.283512,1689.303032
646,-1.547275,1.685145,5.296441,17.283512,1689.305034
647,-1.547275,1.685145,5.296441,17.283512,1689.305004
648,-1.547275,1.685145,5.296441,17.283512,1689.303031
649,-1.547275,1.685145,5.296441,17.283512,1689.303041
650,-1.546230,1.679620,5.328839,17.504614,1302.493494
651,-1.546230,1.679620,5.328839,17.504614,1302.492946
652,-1.546230,1.679620,5.328839,17.504614,1302.492778
653,-1.546230,1.679620,5.328839,17.504614,1302.493475
654,-1.546230,1.679620,5.328839,17.504614,1302.493482
655,-1.556929,1.690458,5.242695,17.492992,1296.568460
656,-1.556929,1.690458,5.242695,17.492992,1296.568263
657,-1.556929,1.690458,5.242695,17.492992,1296.568208
658,-1.556929,1.690458,5.242695,17.492992,1296.568454
659,-1.556929,1.690458,5.242695,17.492992,1296.568456
660,-1.579645,1.713212,5.027349,17.526131,1294.591451
661,-1.579645,1.713212,5.027349,17.526131,1294.590730
662,-1.579645,1.713212,5.027349,17.526131,1294.590535
663,-1.579645,1.713212,5.027349,17.526131,1294.591427
664,-1.579645,1.713212,5.027349,17.526131,1294.591434
665,-1.580417,1.713930,5.018583,17.536713,1290.210343
666,-1.580417,1.713930,5.018583,17.536713,1290.210127
667,-1.580417,1.713930,5.018583,17.536713,1290.210075
668,-1.580417,1.713930,5.018583,17.536713,1290.210337
669,-1.580417,1.713930,5.018583,17.536713,1290.210338
670,-1.601688,1.735072,4.806756,17.600188,1285.980037
671,-1.601688,1.735072,4.806756,17.600188,1285.979855
672,-1.601688,1.735072,4.806756,17.600188,1285.979812
673,-1.601688,1.735072,4.806756,17.600188,1285.980032
674,-1.601688,1.735072,4.806756,17.600188,1285.980033
675,-1.784585,1.920962,3.361325,17.359197,4021.926705
676,-1.784585,1.920962,3.361325,17.359197,4021.918701
677,-1.784585,1.920962,3.361325,17.359197,4021.916839
678,-1.784585,1.920962,3.361325,17.359197,4021.926436
679,-1.784585,1.920962,3.361325,17.359197,4021.926509
680,-1.603145,1.736553,4.795240,17.598268,1285.721012
681,-1.603145,1.736553,4.795240,17.598268,1285.720815
682,-1.603145,1.736553,4.795240,17.598268,1285.720769
683,-1.603145,1.736553,4.795240,17.598268,1285.721006
684,-1.603145,1.736553,4.795240,17.598268,1285.721008
685,-1.627797,1.761264,4.563505,17.641911,1282.683859
686,-1.627797,1.761264,4.563505,17.641911,1282.683370
687,-1.627797,1.761264,4.563505,17.641911,1282.683234
688,-1.627797,1.761264,4.563505,17.641911,1282.683842
689,-1.627797,1.761264,4.563505,17.641911,1282.683847
690,-1.636909,1.770278,4.470578,17.679441,1278.827553
691,-1.636909,1.770278,4.470578,17.679441,1278.827347
692,-1.636909,1.770278,4.470578,17.679441,1278.827282
693,-1.636909,1.770278,4.470578,17.679441,1278.827545
694,-1.636909,1.770278,4.470578,17.679441,1278.827548
695,-1.701821,1.834403,3.807624,17.939627,1296.246217
696,-1.701821,1.834403,3.807624,17.939627,1296.244376
697,-1.701821,1.834403,3.807624,17.939627,1296.243885
698,-1.701821,1.834403,3.807624,17.939627,1296.246153
699,-1.701821,1.834403,3.807624,17.939627,1296.246172
700,-1.658406,1.791514,4.251032,17.765605,1275.187998
701,-1.658406,1.791514,4.251032,17.765605,1275.187585
702,-1.658406,1.791514,4.251032,17.765605,1275.187463
703,-1.658406,1.791514,4.251032,17.765605,1275.187983
704,-1.658406,1.791514,4.251032,17.765605,1275.187987
705,-1.685300,1.817723,3.959977,17.922709,1269.771983
706,-1.685300,1.817723,3.959977,17.922709,1269.771713
707,-1.685300,1.817723,3.959977,17.922709,1269.771642
708,-1.685300,1.817723,3.959977,17.922709,1269.771974
709,-1.685300,1.817723,3.959977,17.922709,1269.771977
710,-1.703879,1.836216,3.789647,17.965412,1267.898421
711,-1.703879,1.836216,3.789647,17.965412,1267.897809
712,-1.703879,1.836216,3.789647,17.965412,1267.897657
713,-1.703879,1.836216,3.789647,17.965412,1267.898401
714,-1.703879,1.836216,3.789647,17.965412,1267.898408
715,-1.725942,1.858302,3.610672,17.984355,1260.558965
716,-1.725942,1.858302,3.610672,17.984355,1260.558583
717,-1.725942,1.858302,3.610672,17.984355,1260.558507
718,-1.725942,1.858302,3.610672,17.984355,1260.558955
719,-1.725942,1.858302,3.610672,17.984355,1260.558958
720,-1.746686,1.879023,3.420886,18.035224,1256.526536
721,-1.746686,1.879023,3.420886,18.035224,1256.526125
722,-1.746686,1.879023,3.420886,18.035224,1256.526026
723,-1.746686,1.879023,3.420886,18.035224,1256.526523
724,-1.746686,1.879023,3.420886,18.035224,1256.526526
725,-1.821910,1.953734,2.799687,18.164628,1268.822246
726,-1.821910,1.953734,2.799687,18.164628,1268.820327
727,-1.821910,1.953735,2.799687,18.164628,1268.819962
728,-1.821910,1.953734,2.799687,18.164628,1268.822193
729,-1.821910,1.953734,2.799687,18.164628,1268.822205
730,-1.777483,1.909610,3.166564,18.088203,1251.357546
731,-1.777483,1.909610,3.166564,18.088203,1251.357125
732,-1.777483,1.909610,3.166564,18.088203,1251.357063
733,-1.777483,1.909610,3.166564,18.088203,1251.357538
734,-1.777483,1.909610,3.166564,18.088203,1251.357539
735,-1.671692,1.824257,5.329093,15.216457,6565.278016
736,-1.671692,1.824257,5.329093,15.216457,6565.287418
737,-1.671692,1.824257,5.329093,15.216457,6565.289373
738,-1.671692,1.824257,5.329093,15.216457,6565.278297
739,-1.671692,1.824257,5.329093,15.216457,6565.278201
740,-1.776266,1.908628,3.191444,18.055163,1250.424936
741,-1.776266,1.908628,3.191444,18.055163,1250.424729
742,-1.776266,1.908628,3.191444,18.055163,1250.424707
743,-1.776266,1.908628,3.191444,18.055163,1250.424933
744,-1.776266,1.908628,3.191444,18.055163,1250.424933
745,-1.818702,1.951128,2.809887,18.153029,1255.941923
746,-1.818702,1.951128,2.809887,18.153029,1255.940724
747,-1.818702,1.951128,2.809887,18.153029,1255.940416
748,-1.818702,1.951128,2.809887,18.153029,1255.941879
749,-1.818702,1.951128,2.809887,18.153029,1255.941891
750,-1.792819,1.925206,3.042612,18.093337,1247.730329
751,-1.792819,1.925206,3.042612,18.093337,1247.729911
752,-1.792819,1.925206,3.042612,18.093337,1247.729818
753,-1.792819,1.925206,3.042612,18.093337,1247.730316
754,-1.792819,1.925206,3.042612,18.093337,1247.730319
755,-1.842066,1.973628,2.533615,18.353265,1246.509105
756,-1.842066,1.973628,2.533615,18.353265,1246.508830
757,-1.842066,1.973628,2.533615,18.353265,1246.508723
758,-1.842066,1.973628,2.533615,18.353265,1246.509090
759,-1.842066,1.973628,2.533615,18.353265,1246.509095
760,-1.821514,1.953429,2.752923,18.237901,1242.754573
761,-1.821514,1.953429,2.752923,18.237901,1242.754780
762,-1.821514,1.953430,2.752923,18.237901,1242.754812
763,-1.821514,1.953429,2.752923,18.237901,1242.754578
764,-1.821514,1.953429,2.752923,18.237901,1242.754577
765,-1.829680,1.962107,2.754681,18.128000,1245.495878
766,-1.829680,1.962107,2.754681,18.128000,1245.495111
767,-1.829680,1.962107,2.754681,18.128000,1245.494952
768,-1.829680,1.962107,2.754681,18.128000,1245.495855
769,-1.829680,1.962107,2.754681,18.128000,1245.495860
770,-1.824702,1.956817,2.753609,18.195000,1240.924764
771,-1.824702,1.956817,2.753609,18.195000,1240.924608
772,-1.824702,1.956817,2.753609,18.195000,1240.924569
773,-1.824702,1.956817,2.753609,18.195000,1240.924759
774,-1.824702,1.956817,2.753609,18.195000,1240.924760
775,-1.839495,1.971514,2.624345,18.233905,1239.188442
776,-1.839495,1.971514,2.624345,18.233905,1239.188106
777,-1.839495,1.971514,2.624345,18.233905,1239.188024
778,-1.839495,1.971514,2.624345,18.233905,1239.188431
779,-1.839495,1.971514,2.624345,18.233905,1239.188434
780,-1.864411,1.996269,2.408855,18.298819,1237.299413
781,-1.864411,1.996269,2.408855,18.298819,1237.298815
782,-1.864411,1.996269,2.408855,18.298819,1237.298672
783,-1.864411,1.996269,2.408855,18.298819,1237.299393
784,-1.864411,1.996269,2.408855,18.298819,1237.299398
785,-1.870414,2.002190,2.355414,18.321775,1234.088299
786,-1.870414,2.002190,2.355414,18.321775,1234.088088
787,-1.870414,2.002190,2.355414,18.321775,1234.088035
788,-1.870414,2.002190,2.355414,18.321775,1234.088292
789,-1.870414,2.002190,2.355414,18.321775,1234.088294
790,-1.897801,2.029502,2.135668,18.370458,1230.372576
791,-1.897801,2.029502,2.135668,18.370458,1230.372209
792,-1.897801,2.029502,2.135668,18.370458,1230.372122
793,-1.897801,2.029502,2.135668,18.370458,1230.372564
794,-1.897801,2.029502,2.135668,18.370458,1230.372567
795,-1.918820,2.050571,1.982569,18.385488,1226.988243
796,-1.918820,2.050571,1.982569,18.385488,1226.987845
797,-1.918820,2.050571,1.982569,18.385488,1226.987758
798,-1.918820,2.050571,1.982569,18.385488,1226.988230
799,-1.918820,2.050571,1.982569,18.385488,1226.988233
800,-1.932095,2.063886,1.893273,18.389981,1224.568301
801,-1.932095,2.063886,1.893273,18.389981,1224.568533
802,-1.932095,2.063886,1.893273,18.389981,1224.568589
803,-1.932095,2.063886,1.893273,18.389981,1224.568310
804,-1.932095,2.063886,1.893273,18.389981,1224.568308
805,-2.000000,2.131524,1.350548,18.526844,1242.793528
806,-2.000000,2.131524,1.350548,18.526844,1242.791603
807,-2.000000,2.131524,1.350548,18.526844,1242.791199
808,-2.000000,2.131524,1.350548,18.526844,1242.793464
809,-2.000000,2.131524,1.350548,18.526844,1242.793477
810,-1.954029,2.085735,1.717963,18.434190,1221.011509
811,-1.954029,2.085735,1.717963,18.434190,1221.011393
812,-1.954029,2.085735,1.717963,18.434190,1221.011372
813,-1.954029,2.085735,1.717963,18.434190,1221.011506
814,-1.954029,2.085735,1.717963,18.434190,1221.011507
815,-2.000000,2.170435,1.030528,18.622603,49615.587528
816,-2.000000,2.170435,1.030528,18.622603,49615.604012
817,-2.000000,2.170435,1.030528,18.622603,49615.606948
818,-2.000000,2.170435,1.030528,18.622603,49615.587996
819,-2.000000,2.170435,1.030528,18.622603,49615.587910
820,-1.954160,2.085975,1.716015,18.434724,1224.354681
821,-1.954160,2.085975,1.716015,18.434724,1224.355409
822,-1.954160,2.085975,1.716015,18.434724,1224.355548
823,-1.954160,2.085975,1.716015,18.434724,1224.354703
824,-1.954160,2.085975,1.716015,18.434724,1224.354698
825,-1.954048,2.085769,1.717687,18.434266,1220.917875
826,-1.954048,2.085769,1.717687,18.434266,1220.917878
827,-1.954048,2.085769,1.717687,18.434266,1220.917880
828,-1.954048,2.085769,1.717687,18.434266,1220.917876
829,-1.954048,2.085769,1.717687,18.434266,1220.917876
830,-2.000000,2.131609,1.347902,18.532592,1220.417475
831,-2.000000,2.131609,1.347902,18.532592,1220.416744
832,-2.000000,2.131609,1.347902,18.532592,1220.416568
833,-2.000000,2.131609,1.347902,18.532592,1220.417447
834,-2.000000,2.131609,1.347902,18.532592,1220.417454
835,-1.968182,2.099868,1.603947,18.464509,1219.052156
836,-1.968182,2.099868,1.603947,18.464509,1219.052087
837,-1.968182,2.099868,1.603947,18.464509,1219.052067
838,-1.968182,2.099868,1.603947,18.464509,1219.052153
839,-1.968182,2.099868,1.603947,18.464509,1219.052153
840,-2.000000,2.172832,1.009896,18.633213,53779.508262
841,-2.000000,2.172832,1.009896,18.633213,53779.525307
842,-2.000000,2.172832,1.009896,18.633213,53779.528339
843,-2.000000,2.172832,1.009896,18.633213,53779.508745
844,-2.000000,2.172832,1.009896,18.633213,53779.508657
845,-1.968235,2.099989,1.602962,18.464789,1220.376604
846,-1.968235,2.099989,1.602962,18.464789,1220.377063
847,-1.968235,2.099989,1.602962,18.464789,1220.377142
848,-1.968235,2.099989,1.602962,18.464789,1220.376617
849,-1.968235,2.099989,1.602962,18.464789,1220.376614
850,-1.968189,2.099885,1.603815,18.464547,1219.019671
851,-1.968189,2.099885,1.603815,18.464547,1219.019674
852,-1.968189,2.099885,1.603815,18.464547,1219.019666
853,-1.968189,2.099885,1.603815,18.464547,1219.019670
854,-1.968189,2.099885,1.603815,18.464547,1219.019671
855,-2.000000,2.131664,1.350491,18.528755,1217.410417
856,-2.000000,2.131664,1.350491,18.528755,1217.410068
857,-2.000000,2.131664,1.350491,18.528755,1217.409965
858,-2.000000,2.131664,1.350491,18.528755,1217.410401
859,-2.000000,2.131664,1.350491,18.528755,1217.410406
860,-1.993712,2.125313,1.397711,18.524113,1216.127428
861,-1.993712,2.125313,1.397711,18.524113,1216.127412
862,-1.993712,2.125313,1.397711,18.524113,1216.127388
863,-1.993712,2.125313,1.397712,18.524113,1216.127425
864,-1.993712,2.125313,1.397711,18.524113,1216.127426
865,-2.000000,2.135668,1.313841,18.550967,4320.157593
866,-2.000000,2.135668,1.313841,18.550967,4320.167455
867,-2.000000,2.135668,1.313841,18.550967,4320.169269
868,-2.000000,2.135668,1.313841,18.550967,4320.157882
869,-2.000000,2.135668,1.313841,18.550967,4320.157828
870,-1.993717,2.125322,1.397645,18.524134,1216.125012
871,-1.993717,2.125322,1.397645,18.524134,1216.125021
872,-1.993717,2.125322,1.397645,18.524134,1216.125001
873,-1.993717,2.125322,1.397645,18.524134,1216.125009
874,-1.993717,2.125322,1.397645,18.524134,1216.125010
875,-2.000000,2.131575,1.349392,18.536436,1215.304372
876,-2.000000,2.131575,1.349392,18.536436,1215.304381
877,-2.000000,2.131575,1.349392,18.536436,1215.304363
878,-2.000000,2.131575,1.349392,18.536436,1215.304369
879,-2.000000,2.131575,1.349392,18.536436,1215.304371
880,-2.000000,2.133890,3.091837,16.262084,5055.052377
881,-2.000000,2.133890,3.091837,16.262084,5055.054982
882,-2.000000,2.133890,3.091837,16.262084,5055.056073
883,-2.000000,2.133890,3.091837,16.262084,5055.052562
884,-2.000000,2.133890,3.091837,16.262084,5055.052495
885,-2.000000,2.131597,1.366039,18.514708,1214.892448
886,-2.000000,2.131597,1.366039,18.514708,1214.892434
887,-2.000000,2.131597,1.366039,18.514708,1214.892430
888,-2.000000,2.131597,1.366039,18.514708,1214.892448
889,-2.000000,2.131597,1.366039,18.514708,1214.892448
890,-2.000000,2.258378,1.000000,18.783852,423079.954858
891,-2.000000,2.258378,1.000000,18.783852,423080.017106
892,-2.000000,2.258378,1.000000,18.783852,423080.028160
893,-2.000000,2.258378,1.000000,18.783852,423079.956598
894,-2.000000,2.258378,1.000000,18.783852,423079.956257
895,-2.000000,2.131634,1.365932,18.514786,1215.530785
896,-2.000000,2.131634,1.365932,18.514786,1215.531101
897,-2.000000,2.131634,1.365932,18.514786,1215.531159
898,-2.000000,2.131634,1.365932,18.514786,1215.530794
899,-2.000000,2.131634,1.365932,18.514786,1215.530792
900,-2.000000,2.131599,1.366034,18.514712,1214.890871
901,-2.000000,2.131599,1.366034,18.514712,1214.890873
902,-2.000000,2.131599,1.366034,18.514712,1214.890871
903,-2.000000,2.131599,1.366034,18.514712,1214.890871
904,-2.000000,2.131599,1.366034,18.514712,1214.890871
905,-2.000000,2.131571,1.361583,18.521575,1214.841822
906,-2.000000,2.131571,1.361583,18.521575,1214.841826
907,-2.000000,2.131571,1.361583,18.521575,1214.841823
908,-2.000000,2.131571,1.361583,18.521575,1214.841822
909,-2.000000,2.131571,1.361583,18.521575,1214.841822
910,-2.000000,2.131511,1.356970,18.530220,1214.803320
911,-2.000000,2.131511,1.356970,18.530220,1214.803322
912,-2.000000,2.131511,1.356970,18.530220,1214.803321
913,-2.000000,2.131511,1.356970,18.530220,1214.803320
914,-2.000000,2.131511,1.356970,18.530220,1214.803320
915,-2.000000,2.131504,1.356750,18.530826,1214.802773
916,-2.000000,2.131504,1.356750,18.530826,1214.802775
917,-2.000000,2.131504,1.356750,18.530826,1214.802773
918,-2.000000,2.131504,1.356750,18.530826,1214.802773
919,-2.000000,2.131504,1.356750,18.530826,1214.802773
920,-2.000000,2.131504,1.356695,18.530894,1214.802764
921,-2.000000,2.131504,1.356695,18.530894,1214.802765
922,-2.000000,2.131504,1.356695,18.530894,1214.802764
923,-2.000000,2.131504,1.356695,18.530894,1214.802764
924,-2.000000,2.131504,1.356695,18.530894,1214.802764
925,-2.000000,2.131504,1.356695,18.530892,1214.802764
926,-2.000000,2.131504,1.356695,18.530892,1214.802765
927,-2.000000,2.131504,1.356695,18.530892,1214.802764
928,-2.000000,2.131504,1.356695,18.530892,1214.802764
929,-2.000000,2.131504,1.356695,18.530892,1214.802764
