,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
50,Qatar,"6,533",9 ,614,"5,910",37,"2,268",3,"66,725","23,160",Asia
51,Malaysia,"5,532",93 ,"3,452","1,987",43,171,3,"110,109","3,402",Asia
52,Dominican Republic,"5,044",245 ,463,"4,336",126,465,23,"16,973","1,565",North America
53,Panama,"4,821",141 ,231,"4,449",94,"1,117",33,"21,902","5,076",North America
54,Colombia,"4,149",196 ,804,"3,149",98,82,4,"68,428","1,345",South America
55,Finland,"4,129",141 ,"2,000","1,988",63,745,25,"68,552","12,372",Europe
56,Bangladesh,"3,772",120 ,92,"3,560",1,23,0.7,"32,674",198,Asia
57,Luxembourg,"3,618",78 ,670,"2,870",32,"5,780",125,"34,962","55,852",Europe
58,Egypt,"3,490",264 ,870,"2,356",,34,3,"55,000",537,Africa
59,South Africa,"3,465",58 ,"1,055","2,352",36,58,1.0,"126,937","2,140",Africa
60,Morocco,"3,377",149 ,398,"2,830",1,91,4,"18,946",513,Africa
61,Argentina,"3,144",151 ,840,"2,153",123,70,3,"36,611",810,South America
62,Thailand,"2,826",49 ,"2,352",425,61,40,0.7,"142,589","2,043",Asia
63,Algeria,"2,811",392 ,"1,152","1,267",40,64,9,"6,500",148,Africa
64,Moldova,"2,614",73 ,560,"1,981",212,648,18,"11,763","2,916",Europe
65,Greece,"2,401",121 ,577,"1,703",59,230,12,"55,666","5,341",Europe
66,Kuwait,"2,248",13 ,443,"1,792",50,526,3,,,Asia
67,Hungary,"2,168",225 ,295,"1,648",82,224,23,"52,702","5,455",Europe
68,Kazakhstan,"2,047",19 ,505,"1,523",32,109,1,"139,207","7,414",Asia
69,Bahrain,"1,973",7 ,784,"1,182",2,"1,160",4,"94,380","55,466",Asia
70,Croatia,"1,908",48 ,801,"1,059",18,465,12,"26,610","6,482",Europe
71,Iceland,"1,778",10 ,"1,417",351,5,"5,210",29,"43,831","128,445",Europe
72,Uzbekistan,"1,692",6 ,372,"1,314",8,51,0.2,"150,000","4,482",Asia
73,Oman,"1,614",8 ,238,"1,368",3,316,2,,,Asia
74,Iraq,"1,602",83 ,"1,096",423,,40,2,"60,837","1,513",Asia
75,Estonia,"1,559",44 ,184,"1,331",7,"1,175",33,"43,637","32,895",Europe
76,Azerbaijan,"1,480",20 ,865,595,16,146,2,"102,764","10,135",Asia
77,Armenia,"1,473",24 ,633,816,30,497,8,"14,966","5,051",Asia
78,New Zealand,"1,451",14 ,"1,036",401,2,301,3,"94,797","19,658",Australia/Oceania
79,Lithuania,"1,370",38 ,357,975,17,503,14,"76,973","28,275",Europe
80,Bosnia and Herzegovina,"1,368",53 ,460,855,4,417,16,"20,125","6,134",Europe
81,Slovenia,"1,353",79 ,205,"1,069",24,651,38,"44,435","21,374",Europe
82,Slovakia,"1,244",14 ,284,946,7,228,3,"52,649","9,643",Europe
83,North Macedonia,"1,231",55 ,224,952,9,591,26,"12,340","5,923",Europe
84,Cameroon,"1,163",43 ,331,789,33,44,2,,,Africa
85,Afghanistan,"1,143",40 ,166,937,7,29,1,"6,422",165,Asia
86,Cuba,"1,137",38 ,309,790,18,100,3,"30,416","2,685",North America
87,Ghana,"1,042",9 ,99,934,4,34,0.3,"68,591","2,207",Africa
88,Hong Kong,"1,034",4 ,678,352,8,138,0.5,"131,786","17,579",Asia
89,Bulgaria,"1,015",47 ,174,794,34,146,7,"27,000","3,886",Europe
90,Djibouti,945,2 ,112,831,,956,2,"8,955","9,064",Africa
91,Ivory Coast,916,13 ,303,600,,35,0.5,,,Africa
92,Tunisia,901,38 ,170,693,25,76,3,"18,165","1,537",Africa
93,Cyprus,784,12 ,98,674,15,649,10,"37,081","30,712",Asia
94,Nigeria,782,25 ,197,560,2,4,0.1,"8,003",39,Africa
95,Latvia,761,11 ,133,617,5,403,6,"39,336","20,855",Europe
96,Andorra,717,37 ,282,398,17,"9,280",479,"1,673","21,653",Europe
97,Diamond Princess,712,13 ,644,55,7,,,,,
98,Guinea,688,6 ,127,555,,52,0.5,,,Africa
99,Lebanon,682,22 ,108,552,26,100,3,"22,853","3,348",Asia
100,Costa Rica,669,6 ,150,513,6,131,1,"11,387","2,235",North America
101,Niger,657,20 ,127,510,,27,0.8,"4,832",200,Africa
102,Albania,634,27 ,356,251,4,220,9,"6,269","2,178",Europe
103,Kyrgyzstan,612,7 ,254,351,5,94,1,"26,147","4,008",Asia
104,Bolivia,609,37 ,44,528,3,52,3,"4,420",379,South America
105,Burkina Faso,600,38 ,362,200,,29,2,,,Africa
106,Uruguay,543,12 ,324,207,10,156,3,"13,923","4,008",South America
107,Honduras,510,46 ,30,434,10,51,5,"2,535",256,North America
108,Channel Islands,496,24 ,256,216,,"2,853",138,"3,320","19,095",Europe
109,San Marino,476,40 ,62,374,4,"14,028","1,179","1,820","53,638",Europe
110,Palestine,474,4 ,71,399,,93,0.8,"17,329","3,397",Asia
111,Malta,443,3 ,150,290,2,"1,003",7,"25,645","58,080",Europe
112,Jordan,428,7 ,297,124,5,42,0.7,"35,000","3,430",Asia
113,Taiwan,426,6 ,236,184,,18,0.3,"56,853","2,387",Asia
114,Senegal,412,5 ,242,165,1,25,0.3,466,28,Africa
115,Georgia,411,5 ,98,308,6,103,1,"7,611","1,908",Asia
116,Réunion,410, ,238,172,2,458,,,,Africa
117,DRC,359,25 ,45,289,,4,0.3,,,Africa
118,Mauritius,328,9 ,243,76,3,258,7,"9,755","7,670",Africa
119,Sri Lanka,321,7 ,104,210,2,15,0.3,"7,393",345,Asia
120,Guatemala,316,8 ,24,284,3,18,0.4,"7,200",402,North America
121,Montenegro,314,5 ,101,208,7,500,8,"5,085","8,096",Europe
122,Mayotte,311,4 ,117,190,4,"1,140",15,"2,000","7,331",Africa
123,Isle of Man,307,9 ,209,89,15,"3,610",106,"2,509","29,506",Europe
124,Kenya,296,14 ,74,208,2,6,0.3,"14,704",273,Africa
125,Venezuela,288,10 ,122,156,4,10,0.4,"347,236","12,211",South America
126,Somalia,286,8 ,4,274,2,18,0.5,,,Africa
127,Tanzania,284,10 ,11,263,7,5,0.2,,,Africa
128,Vietnam,268, ,222,46,8,3,,"206,253","2,119",Asia
129,Mali,258,14 ,57,187,,13,0.7,,,Africa
130,El Salvador,237,7 ,63,167,3,37,1,"14,375","2,216",North America
131,Jamaica,233,6 ,27,200,,79,2,"1,936",654,North America
132,Paraguay,213,9 ,62,142,1,30,1,"5,878",824,South America
133,Faeroe Islands,185, ,178,7,,"3,786",,"6,270","128,318",Europe
134,Congo,165,6 ,16,143,,30,1,,,Africa
135,Martinique,164,14 ,73,77,6,437,37,,,North America
136,Gabon,156,1 ,16,139,2,70,0.4,572,257,Africa
137,Rwanda,150, ,84,66,,12,,"6,959",537,Africa
138,Guadeloupe,148,12 ,73,63,13,370,30,,,North America
139,Sudan,140,13 ,8,119,,3,0.3,,,Africa
140,Brunei ,138,1 ,117,20,2,315,2,"12,149","27,770",Asia
141,Gibraltar,132, ,120,12,1,"3,918",,"1,912","56,751",Europe
142,Cambodia,122, ,110,12,1,7,,"5,768",345,Asia
143,Myanmar,121,5 ,7,109,,2,0.09,"5,198",96,Asia
144,Madagascar,121, ,44,77,1,4,,"2,357",85,Africa
145,Ethiopia,116,3 ,21,92,,1,0.03,"9,771",85,Africa
146,Trinidad and Tobago,115,8 ,28,79,,82,6,"1,393",995,North America
147,Liberia,101,8 ,7,86,,20,2,,,Africa
148,Bermuda,98,5 ,39,54,10,"1,574",80,877,"14,082",North America
149,Aruba,97,2 ,51,44,4,909,19,"1,445","13,534",North America
150,French Guiana,97,1 ,83,13,1,325,3,,,South America
151,Monaco,94,3 ,26,65,2,"2,395",76,,,Europe
152,Togo,86,6 ,56,24,,10,0.7,"4,600",556,Africa
153,Maldives,86, ,16,70,2,159,,"4,139","7,657",Asia
154,Equatorial Guinea,83, ,7,76,,59,,854,609,Africa
155,Liechtenstein,81,1 ,55,25,,"2,124",26,900,"23,605",Europe
156,Barbados,75,5 ,25,45,4,261,17,"1,098","3,821",North America
157,Zambia,74,3 ,35,36,1,4,0.2,"2,586",141,Africa
158,Sint Maarten,68,10 ,12,46,6,"1,586",233,249,"5,807",North America
159,Cabo Verde,68,1 ,1,66,,122,2,,,Africa
160,Guyana,66,7 ,9,50,5,84,9,328,417,South America
161,Cayman Islands,66,1 ,7,58,3,"1,004",15,778,"11,838",North America
162,Bahamas,65,9 ,12,44,1,165,23,,,North America
163,Uganda,61, ,41,20,,1,,"14,761",323,Africa
164,Libya,59,1 ,15,43,,9,0.1,891,130,Africa
165,Haiti,58,4 ,2,52,,5,0.4,642,56,North America
166,French Polynesia,57, ,35,22,1,203,,"1,655","5,892",Australia/Oceania
167,Benin,54,1 ,27,26,,4,0.08,,,Africa
168,Guinea-Bissau,50, ,3,47,,25,,"1,500",762,Africa
169,Sierra Leone,50, ,6,44,,6,,,,Africa
170,Macao,45, ,24,21,1,69,,,,Asia
171,Syria,42,3 ,6,33,,2,0.2,,,Asia
172,Nepal,42, ,5,37,,1,,"8,773",301,Asia
173,Eritrea,39, ,6,33,,11,,,,Africa
174,Mozambique,39, ,8,31,,1,,"1,163",37,Africa
175,Saint Martin,38,2 ,19,17,3,983,52,,,North America
176,Mongolia,35, ,8,27,,11,,"7,130","2,175",Asia
177,Chad,33, ,8,25,,2,,,,Africa
178,Eswatini,31,1 ,8,22,,27,0.9,714,615,Africa
179,Zimbabwe,28,3 ,2,23,,2,0.2,"4,159",280,Africa
180,Antigua and Barbuda,24,3 ,7,14,1,245,31,108,"1,103",North America
181,Angola,24,2 ,6,16,,0.7,0.06,,,Africa
182,Malawi,23,2 ,3,18,1,1,0.1,429,22,Africa
183,Timor-Leste,23, ,1,22,,17,,322,244,Asia
184,Botswana,20,1 ,,19,,9,0.4,"4,432","1,885",Africa
185,Laos,19, ,4,15,,3,,"1,461",201,Asia
186,Belize,18,2 ,2,14,1,45,5,651,"1,637",North America
187,Fiji,18, ,8,10,,20,,,,Australia/Oceania
188,New Caledonia,18, ,17,1,1,63,,"3,552","12,441",Australia/Oceania
189,Dominica,16, ,9,7,,222,,377,"5,237",North America
190,Namibia,16, ,6,10,,6,,524,206,Africa
191,Saint Kitts and Nevis,15, ,,15,,282,,247,"4,643",North America
192,Saint Lucia,15, ,13,2,,82,,364,"1,982",North America
193,Curaçao,14,1 ,11,2,,85,6,286,"1,743",North America
194,CAR,14, ,10,4,,3,,,,Africa
195,Grenada,14, ,6,8,4,124,,92,818,North America
196,St. Vincent Grenadines,13, ,3,10,,117,,99,892,North America
197,Burundi,11,1 ,4,6,,0.9,0.08,284,24,Africa
198,Turks and Caicos,11,1 ,,10,,284,26,83,"2,144",North America
199,Falkland Islands,11, ,3,8,,"3,161",,319,"91,667",South America
200,Greenland,11, ,11,0,,194,,"1,150","20,257",North America
201,Montserrat,11, ,2,9,1,"2,204",,36,"7,212",North America
202,Seychelles,11, ,5,6,,112,,,,Africa
203,Nicaragua,10,2 ,7,1,,2,0.3,,,North America
204,Gambia,10,1 ,2,7,,4,0.4,316,131,Africa
205,Suriname,10,1 ,6,3,,17,2,404,689,South America
206,MS Zaandam,9,2 ,,7,,,,,,
207,Vatican City,9, ,2,7,,"11,236",,,,Europe
208,Papua New Guinea,8, ,,8,,0.9,,604,68,Australia/Oceania
209,Mauritania,7,1 ,6,0,,2,0.2,969,208,Africa
210,Bhutan,6, ,2,4,,8,,"8,765","11,359",Asia
211,St. Barth,6, ,6,0,,607,,,,North America
212,Western Sahara,6, ,,6,,10,,,,Africa
213,British Virgin Islands,5,1 ,3,1,,165,33,,,North America
214,Caribbean Netherlands,5, ,,5,,191,,110,"4,195",North America
215,Sao Tome and Principe,4, ,,4,,18,,19,87,Africa
216,South Sudan,4, ,,4,,0.4,,,,Africa
217,Anguilla,3, ,1,2,,200,,,,North America
218,Saint Pierre Miquelon,1, ,,1,,173,,,,North America
219,Yemen,1, ,,1,,0.03,,,,Asia
220,China,"82,788","4,632 ","77,151","1,005",78,58,3,,,Asia
