,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
50,Australia,"6,660",75 ,"5,041","1,544",46,261,3,"463,713","18,185",Australia/Oceania
51,Malaysia,"5,532",93 ,"3,452","1,987",43,171,3,"113,755","3,515",Asia
52,Dominican Republic,"5,300",260 ,581,"4,459",135,489,24,"18,261","1,683",North America
53,Panama,"4,992",144 ,255,"4,593",97,"1,157",33,"22,702","5,261",North America
54,Colombia,"4,356",206 ,870,"3,280",98,86,4,"71,500","1,405",South America
55,Finland,"4,129",149 ,"2,000","1,980",63,745,27,"68,552","12,372",Europe
56,Bangladesh,"3,772",120 ,92,"3,560",1,23,0.7,"32,630",198,Asia
57,Egypt,"3,659",276 ,935,"2,448",,36,3,"55,000",537,Africa
58,Luxembourg,"3,654",80 ,711,"2,863",32,"5,837",128,"36,087","57,649",Europe
59,South Africa,"3,635",65 ,"1,055","2,515",36,61,1,"133,774","2,256",Africa
60,Morocco,"3,446",149 ,417,"2,880",1,93,4,"19,885",539,Africa
61,Argentina,"3,288",159 ,872,"2,257",123,73,4,"39,228",868,South America
62,Algeria,"2,910",402 ,"1,204","1,304",40,66,9,"6,500",148,Africa
63,Thailand,"2,839",50 ,"2,430",359,61,41,0.7,"142,589","2,043",Asia
64,Moldova,"2,778",75 ,560,"2,143",212,689,19,"11,763","2,916",Europe
65,Greece,"2,408",121 ,577,"1,710",55,231,12,"56,944","5,463",Europe
66,Hungary,"2,284",239 ,390,"1,655",61,236,25,"55,390","5,734",Europe
67,Kuwait,"2,248",13 ,443,"1,792",50,526,3,,,Asia
68,Kazakhstan,"2,191",19 ,515,"1,657",29,117,1,"153,492","8,175",Asia
69,Bahrain,"2,027",7 ,"1,026",994,2,"1,191",4,"97,796","57,474",Asia
70,Croatia,"1,950",48 ,869,"1,033",19,475,12,"27,614","6,726",Europe
71,Iceland,"1,785",10 ,"1,462",313,5,"5,231",29,"44,468","130,312",Europe
72,Oman,"1,716",8 ,307,"1,401",3,336,2,,,Asia
73,Uzbekistan,"1,716",7 ,454,"1,255",8,51,0.2,"150,000","4,482",Asia
74,Iraq,"1,631",83 ,"1,146",402,,41,2,"62,880","1,563",Asia
75,Estonia,"1,559",44 ,184,"1,331",7,"1,175",33,"43,637","32,895",Europe
76,Armenia,"1,523",24 ,659,840,10,514,8,"15,960","5,386",Asia
77,Azerbaijan,"1,518",20 ,907,591,14,150,2,"108,221","10,674",Asia
78,New Zealand,"1,451",16 ,"1,065",370,2,301,3,"101,277","21,002",Australia/Oceania
79,Lithuania,"1,398",38 ,399,961,17,514,14,"83,591","30,706",Europe
80,Bosnia and Herzegovina,"1,368",53 ,460,855,4,417,16,"20,125","6,134",Europe
81,Slovenia,"1,353",79 ,205,"1,069",24,651,38,"44,435","21,374",Europe
82,Slovakia,"1,325",15 ,288,"1,022",9,243,3,"57,421","10,517",Europe
83,North Macedonia,"1,259",56 ,272,931,8,604,27,"13,000","6,240",Europe
84,Cuba,"1,189",40 ,341,808,16,105,4,"30,416","2,685",North America
85,Afghanistan,"1,176",40 ,166,970,7,30,1,"6,422",165,Asia
86,Cameroon,"1,163",43 ,397,723,33,44,2,,,Africa
87,Ghana,"1,154",9 ,99,"1,046",4,37,0.3,"68,591","2,207",Africa
88,Bulgaria,"1,081",50 ,190,841,37,156,7,"27,000","3,886",Europe
89,Hong Kong,"1,034",4 ,678,352,8,138,0.5,"131,786","17,579",Asia
90,Djibouti,974,2 ,183,789,,986,2,"10,272","10,397",Africa
91,Ivory Coast,952,14 ,310,628,,36,0.5,,,Africa
92,Tunisia,909,38 ,190,681,32,77,3,"18,861","1,596",Africa
93,Nigeria,873,28 ,197,648,2,4,0.1,"8,003",39,Africa
94,Cyprus,790,13 ,98,679,15,654,11,"37,081","30,712",Asia
95,Latvia,778,11 ,133,634,6,412,6,"41,041","21,759",Europe
96,Guinea,761,6 ,164,591,,58,0.5,,,Africa
97,Andorra,723,37 ,309,377,17,"9,357",479,"1,673","21,653",Europe
98,Diamond Princess,712,13 ,645,54,4,,,,,
99,Lebanon,682,22 ,113,547,26,100,3,"22,853","3,348",Asia
100,Costa Rica,681,6 ,180,495,6,134,1,"11,766","2,310",North America
101,Bolivia,672,40 ,44,588,3,58,3,"4,420",379,South America
102,Niger,662,22 ,193,447,,27,0.9,"4,832",200,Africa
103,Albania,634,27 ,356,251,4,220,9,"6,269","2,178",Europe
104,Kyrgyzstan,612,7 ,254,351,5,94,1,"26,147","4,008",Asia
105,Burkina Faso,609,39 ,389,181,,29,2,,,Africa
106,Uruguay,549,12 ,337,200,10,158,3,"14,532","4,183",South America
107,Honduras,519,47 ,31,441,10,52,5,"2,535",256,North America
108,Channel Islands,498,28 ,285,185,,"2,864",161,"3,320","19,095",Europe
109,San Marino,488,40 ,62,386,4,"14,382","1,179","1,872","55,171",Europe
110,Palestine,474,4 ,71,399,,93,0.8,"17,329","3,397",Asia
111,Malta,444,3 ,165,276,2,"1,006",7,"26,148","59,220",Europe
112,Senegal,442,6 ,253,183,1,26,0.4,466,28,Africa
113,Jordan,435,7 ,315,113,5,43,0.7,"36,000","3,528",Asia
114,Taiwan,427,6 ,253,168,,18,0.3,"58,003","2,435",Asia
115,Georgia,420,5 ,107,308,6,105,1,"8,375","2,099",Asia
116,Réunion,410, ,238,172,2,458,,,,Africa
117,DRC,359,25 ,45,289,,4,0.3,,,Africa
118,Guatemala,342,10 ,25,307,3,19,0.6,"7,200",402,North America
119,Sri Lanka,330,7 ,105,218,2,15,0.3,"7,393",345,Asia
120,Mauritius,329,9 ,261,59,3,259,7,"12,300","9,672",Africa
121,Mayotte,326,4 ,125,197,4,"1,195",15,"2,100","7,698",Africa
122,Montenegro,316,5 ,116,195,7,503,8,"5,085","8,096",Europe
123,Isle of Man,307,15 ,212,80,20,"3,610",176,"2,654","31,211",Europe
124,Kenya,303,14 ,83,206,2,6,0.3,"14,704",273,Africa
125,Venezuela,298,10 ,122,166,4,10,0.4,"347,236","12,211",South America
126,Mali,293,17 ,73,203,,14,0.8,"2,023",100,Africa
127,Somalia,286,8 ,4,274,2,18,0.5,,,Africa
128,Tanzania,284,10 ,11,263,7,5,0.2,,,Africa
129,Vietnam,268, ,224,44,8,3,,"206,253","2,119",Asia
130,Jamaica,252,6 ,28,218,,85,2,"2,125",718,North America
131,El Salvador,250,8 ,67,175,2,39,1,"15,385","2,372",North America
132,Paraguay,213,9 ,62,142,1,30,1,"6,292",882,South America
133,Faeroe Islands,187, ,178,9,,"3,827",,"6,375","130,467",Europe
134,Congo,186,6 ,16,164,,34,1,,,Africa
135,Gabon,166,1 ,24,141,2,75,0.4,572,257,Africa
136,Martinique,164,14 ,73,77,6,437,37,,,North America
137,Sudan,162,13 ,14,135,,4,0.3,,,Africa
138,Rwanda,153, ,84,69,,12,,"6,959",537,Africa
139,Guadeloupe,148,12 ,76,60,13,370,30,,,North America
140,Brunei ,138,1 ,117,20,2,315,2,"12,149","27,770",Asia
141,Gibraltar,132, ,127,5,,"3,918",,"2,020","59,957",Europe
142,Myanmar,127,5 ,9,113,,2,0.09,"5,270",97,Asia
143,Cambodia,122, ,110,12,1,7,,"5,768",345,Asia
144,Madagascar,121, ,52,69,1,4,,"2,357",85,Africa
145,Ethiopia,116,3 ,21,92,,1,0.03,"9,771",85,Africa
146,Trinidad and Tobago,115,8 ,37,70,,82,6,"1,454","1,039",North America
147,French Guiana,107,1 ,84,22,1,358,3,,,South America
148,Liberia,101,8 ,20,73,,20,2,,,Africa
149,Aruba,100,2 ,68,30,4,937,19,"1,504","14,087",North America
150,Bermuda,99,5 ,39,55,10,"1,590",80,949,"15,238",North America
151,Monaco,94,3 ,26,65,2,"2,395",76,,,Europe
152,Togo,88,6 ,56,26,,11,0.7,"4,733",572,Africa
153,Maldives,86, ,16,70,2,159,,"4,139","7,657",Asia
154,Equatorial Guinea,84,1 ,7,76,,60,0.7,854,609,Africa
155,Liechtenstein,81,1 ,55,25,,"2,124",26,900,"23,605",Europe
156,Barbados,76,6 ,27,43,4,264,21,"1,162","4,043",North America
157,Zambia,74,3 ,35,36,1,4,0.2,"2,586",141,Africa
158,Sint Maarten,73,12 ,22,39,8,"1,703",280,266,"6,204",North America
159,Cabo Verde,73,1 ,1,71,,131,2,,,Africa
160,Guyana,67,7 ,9,51,5,85,9,348,442,South America
161,Cayman Islands,66,1 ,7,58,3,"1,004",15,778,"11,838",North America
162,Bahamas,65,9 ,12,44,1,165,23,,,North America
163,Uganda,63, ,46,17,,1,,"16,057",351,Africa
164,Haiti,62,4 ,2,56,,5,0.4,642,56,North America
165,Sierra Leone,61, ,6,55,,8,,,,Africa
166,Libya,60,1 ,15,44,,9,0.1,"1,181",172,Africa
167,French Polynesia,57, ,36,21,1,203,,"1,803","6,418",Australia/Oceania
168,Benin,54,1 ,27,26,,4,0.08,,,Africa
169,Guinea-Bissau,50, ,3,47,,25,,"1,500",762,Africa
170,Nepal,48, ,7,41,,2,,"8,773",301,Asia
171,Macao,45, ,26,19,1,69,,,,Asia
172,Syria,42,3 ,6,33,,2,0.2,,,Asia
173,Mozambique,41, ,8,33,,1,,"1,247",40,Africa
174,Eritrea,39, ,6,33,,11,,,,Africa
175,Saint Martin,38,2 ,19,17,3,983,52,,,North America
176,Mongolia,35, ,8,27,,11,,"7,156","2,183",Asia
177,Chad,33, ,8,25,,2,,,,Africa
178,Eswatini,31,1 ,8,22,,27,0.9,714,615,Africa
179,Zimbabwe,28,4 ,2,22,,2,0.3,"4,990",336,Africa
180,Angola,25,2 ,6,17,,0.8,0.06,,,Africa
181,Antigua and Barbuda,24,3 ,10,11,1,245,31,108,"1,103",North America
182,Malawi,23,3 ,3,17,1,1,0.2,519,27,Africa
183,Timor-Leste,23, ,1,22,,17,,322,244,Asia
184,Botswana,22,1 ,,21,,9,0.4,"4,432","1,885",Africa
185,Laos,19, ,4,15,,3,,"1,461",201,Asia
186,Belize,18,2 ,5,11,1,45,5,816,"2,052",North America
187,Fiji,18, ,8,10,,20,,,,Australia/Oceania
188,New Caledonia,18, ,17,1,1,63,,"3,772","13,212",Australia/Oceania
189,Dominica,16, ,9,7,,222,,377,"5,237",North America
190,Namibia,16, ,6,10,,6,,524,206,Africa
191,Grenada,15, ,6,9,4,133,,92,818,North America
192,Saint Kitts and Nevis,15, ,1,14,,282,,257,"4,831",North America
193,Saint Lucia,15, ,15,0,,82,,364,"1,982",North America
194,Curaçao,14,1 ,11,2,,85,6,302,"1,840",North America
195,CAR,14, ,10,4,,3,,,,Africa
196,St. Vincent Grenadines,13, ,3,10,,117,,99,892,North America
197,Falkland Islands,12, ,11,1,,"3,448",,337,"96,839",South America
198,Burundi,11,1 ,4,6,,0.9,0.08,284,24,Africa
199,Turks and Caicos,11,1 ,4,6,,284,26,83,"2,144",North America
200,Greenland,11, ,11,0,,194,,"1,150","20,257",North America
201,Montserrat,11, ,2,9,1,"2,204",,36,"7,212",North America
202,Seychelles,11, ,5,6,,112,,,,Africa
203,Nicaragua,10,2 ,7,1,,2,0.3,,,North America
204,Gambia,10,1 ,2,7,,4,0.4,316,131,Africa
205,Suriname,10,1 ,6,3,,17,2,404,689,South America
206,MS Zaandam,9,2 ,,7,,,,,,
207,Vatican City,9, ,2,7,,"11,236",,,,Europe
208,Papua New Guinea,8, ,,8,,0.9,,604,68,Australia/Oceania
209,Mauritania,7,1 ,6,0,,2,0.2,969,208,Africa
210,Bhutan,7, ,3,4,,9,,"8,953","11,603",Asia
211,St. Barth,6, ,6,0,,607,,,,North America
212,Western Sahara,6, ,5,1,,10,,,,Africa
213,British Virgin Islands,5,1 ,3,1,,165,33,,,North America
214,Caribbean Netherlands,5, ,,5,,191,,110,"4,195",North America
215,Sao Tome and Principe,4, ,,4,,18,,19,87,Africa
216,South Sudan,4, ,,4,,0.4,,,,Africa
217,Anguilla,3, ,1,2,,200,,,,North America
218,Saint Pierre Miquelon,1, ,,1,,173,,,,North America
219,Yemen,1, ,,1,,0.03,,,,Asia
220,China,"82,798","4,632 ","77,207",959,63,58,3,,,Asia
